Tradenumber,Timestamp,price,volume,aggressorside,buyer,seller
36908,2021-01-23,20:39:17,90.4000,89,ask,,
36910,2021-01-23,20:39:17,90.7000,31,ask,,
36912,2021-01-23,20:39:17,90.7000,31,ask,,
36914,2021-01-23,20:39:17,90.7000,31,ask,,
36916,2021-01-23,20:39:18,90.7000,31,ask,,
36918,2021-01-23,20:39:18,90.7000,31,ask,,
36920,2021-01-23,20:39:18,90.7000,31,ask,,
36922,2021-01-23,20:39:20,90.4000,20,bid,,
36923,2021-01-23,20:39:20,90.4000,20,ask,,
36927,2021-01-23,20:39:24,90.6000,20,bid,,
36930,2021-01-23,20:39:37,90.5000,20,ask,,
36931,2021-01-23,20:39:37,90.4000,10,bid,,
36932,2021-01-23,20:39:37,90.4000,10,bid,,
36935,2021-01-23,20:39:41,90.8000,20,bid,,
36937,2021-01-23,20:39:41,90.9000,10,bid,,
36938,2021-01-23,20:39:41,90.9000,30,bid,,
36940,2021-01-23,20:39:43,90.9000,20,bid,,
36942,2021-01-23,20:39:45,91.2000,10,bid,,
36943,2021-01-23,20:39:51,91.0000,20,bid,,
36945,2021-01-23,20:40:07,91.1000,20,ask,,
36947,2021-01-23,20:40:08,91.2000,1,ask,,
36949,2021-01-23,20:40:08,91.2000,1,ask,,
36951,2021-01-23,20:40:08,90.6000,40,ask,,
36954,2021-01-23,20:40:11,90.8000,20,bid,,
36969,2021-01-23,20:40:17,90.9000,20,bid,,
36972,2021-01-23,20:40:18,91.0000,40,bid,,
36973,2021-01-23,20:40:18,91.3000,1,ask,,
36978,2021-01-23,20:40:18,91.2000,1,ask,,
36980,2021-01-23,20:40:19,91.2000,1,ask,,
36982,2021-01-23,20:40:19,91.2000,1,ask,,
36984,2021-01-23,20:40:19,91.2000,1,ask,,
36988,2021-01-23,20:40:19,91.2000,1,ask,,
36990,2021-01-23,20:40:20,91.2000,1,ask,,
36992,2021-01-23,20:40:20,91.2000,1,bid,,
36993,2021-01-23,20:40:20,90.9000,20,ask,,
36995,2021-01-23,20:40:20,90.7000,1,ask,,
36998,2021-01-23,20:40:22,90.8000,1,ask,,
37005,2021-01-23,20:40:24,91.3000,1,ask,,
37011,2021-01-23,20:40:25,91.1000,1,bid,,
37012,2021-01-23,20:40:25,91.1000,19,bid,,
37016,2021-01-23,20:40:25,91.3000,1,ask,,
37018,2021-01-23,20:40:25,91.3000,1,ask,,
37020,2021-01-23,20:40:25,91.3000,1,ask,,
37022,2021-01-23,20:40:28,91.0000,20,ask,,
37028,2021-01-23,20:40:41,91.0000,20,bid,,
37040,2021-01-23,20:40:42,91.5000,1,ask,,
37043,2021-01-23,20:40:44,91.5000,1,bid,,
37044,2021-01-23,20:40:44,91.2000,1,bid,,
37045,2021-01-23,20:40:44,91.2000,1,bid,,
37049,2021-01-23,20:40:44,91.2000,18,bid,,
37051,2021-01-23,20:40:44,91.2000,18,bid,,
37053,2021-01-23,20:40:44,91.5000,39,bid,,
37058,2021-01-23,20:40:47,91.8000,1,ask,,
37061,2021-01-23,20:40:48,91.8000,1,ask,,
37064,2021-01-23,20:40:48,91.8000,1,ask,,
37067,2021-01-23,20:40:48,91.8000,1,ask,,
37070,2021-01-23,20:40:48,91.3000,20,ask,,
37075,2021-01-23,20:40:51,91.4000,1,ask,,
37077,2021-01-23,20:40:51,91.9000,1,ask,,
37079,2021-01-23,20:40:51,91.9000,1,ask,,
37083,2021-01-23,20:40:51,91.9000,1,ask,,
37085,2021-01-23,20:40:52,91.9000,1,ask,,
37090,2021-01-23,20:40:52,91.8000,1,ask,,
37093,2021-01-23,20:40:52,91.8000,1,bid,,
37094,2021-01-23,20:40:52,91.4000,1,ask,,
37096,2021-01-23,20:40:52,91.4000,20,ask,,
37097,2021-01-23,20:40:52,91.8000,1,ask,,
37098,2021-01-23,20:40:52,91.4000,1,ask,,
37103,2021-01-23,20:40:52,91.8000,1,ask,,
37105,2021-01-23,20:40:53,91.8000,1,ask,,
37109,2021-01-23,20:40:53,91.8000,1,ask,,
37112,2021-01-23,20:40:53,91.8000,1,bid,,
37113,2021-01-23,20:40:53,91.4000,1,ask,,
37115,2021-01-23,20:40:53,91.8000,1,bid,,
37116,2021-01-23,20:40:53,91.4000,1,ask,,
37118,2021-01-23,20:40:54,91.8000,1,bid,,
37119,2021-01-23,20:40:54,91.4000,1,ask,,
37121,2021-01-23,20:40:54,91.4000,1,ask,,
37122,2021-01-23,20:40:54,91.8000,1,bid,,
37123,2021-01-23,20:40:54,91.4000,1,ask,,
37126,2021-01-23,20:40:54,91.4000,1,ask,,
37130,2021-01-23,20:40:55,91.8000,1,bid,,
37131,2021-01-23,20:40:55,91.4000,1,ask,,
37133,2021-01-23,20:40:55,91.7000,1,ask,,
37137,2021-01-23,20:40:55,91.6000,1,ask,,
37140,2021-01-23,20:40:55,91.6000,1,ask,,
37143,2021-01-23,20:40:55,91.6000,1,ask,,
37146,2021-01-23,20:40:56,91.6000,1,ask,,
37160,2021-01-23,20:40:57,91.3000,1,ask,,
37164,2021-01-23,20:40:58,91.7000,1,bid,,
37166,2021-01-23,20:40:58,91.7000,1,bid,,
37168,2021-01-23,20:40:58,91.7000,1,bid,,
37173,2021-01-23,20:40:59,91.7000,1,bid,,
37175,2021-01-23,20:40:59,91.7000,1,bid,,
37177,2021-01-23,20:40:59,91.7000,1,bid,,
37179,2021-01-23,20:40:59,91.7000,1,bid,,
37181,2021-01-23,20:41:00,91.7000,1,bid,,
37183,2021-01-23,20:41:00,91.7000,1,bid,,
37185,2021-01-23,20:41:00,91.7000,1,bid,,
37186,2021-01-23,20:41:00,91.3000,1,ask,,
37188,2021-01-23,20:41:00,91.7000,1,bid,,
37190,2021-01-23,20:41:01,91.7000,1,bid,,
37191,2021-01-23,20:41:01,91.3000,1,ask,,
37193,2021-01-23,20:41:01,91.7000,1,bid,,
37194,2021-01-23,20:41:01,91.3000,1,ask,,
37196,2021-01-23,20:41:01,91.7000,1,bid,,
37197,2021-01-23,20:41:01,91.3000,1,ask,,
37199,2021-01-23,20:41:01,91.7000,1,bid,,
37200,2021-01-23,20:41:01,91.3000,1,ask,,
37202,2021-01-23,20:41:01,91.7000,1,bid,,
37203,2021-01-23,20:41:02,91.3000,1,ask,,
37205,2021-01-23,20:41:02,91.7000,1,bid,,
37206,2021-01-23,20:41:02,91.3000,1,ask,,
37208,2021-01-23,20:41:02,91.3000,14,ask,,
37210,2021-01-23,20:41:02,91.6000,1,ask,,
37217,2021-01-23,20:41:02,91.6000,1,bid,,
37219,2021-01-23,20:41:02,91.6000,1,ask,,
37224,2021-01-23,20:41:03,91.6000,1,ask,,
37229,2021-01-23,20:41:03,91.4000,1,ask,,
37232,2021-01-23,20:41:03,91.3000,40,ask,,
37234,2021-01-23,20:41:03,91.4000,1,ask,,
37237,2021-01-23,20:41:03,91.4000,1,ask,,
37242,2021-01-23,20:41:04,91.4000,1,ask,,
37248,2021-01-23,20:41:04,91.3000,1,ask,,
37251,2021-01-23,20:41:04,91.3000,1,ask,,
37256,2021-01-23,20:41:04,91.3000,1,ask,,
37261,2021-01-23,20:41:05,91.2000,20,ask,,
37263,2021-01-23,20:41:05,91.3000,1,ask,,
37266,2021-01-23,20:41:05,91.3000,1,ask,,
37270,2021-01-23,20:41:05,91.3000,1,ask,,
37274,2021-01-23,20:41:05,91.4000,1,bid,,
37275,2021-01-23,20:41:05,91.0000,1,ask,,
37277,2021-01-23,20:41:05,91.0000,9,ask,,
37279,2021-01-23,20:41:06,91.4000,1,ask,,
37284,2021-01-23,20:41:06,91.4000,1,ask,,
37287,2021-01-23,20:41:06,91.4000,1,ask,,
37293,2021-01-23,20:41:06,91.3000,1,ask,,
37298,2021-01-23,20:41:06,91.3000,1,ask,,
37301,2021-01-23,20:41:07,91.3000,1,ask,,
37306,2021-01-23,20:41:07,91.3000,1,ask,,
37311,2021-01-23,20:41:07,91.4000,1,bid,,
37312,2021-01-23,20:41:07,90.9000,40,ask,,
37314,2021-01-23,20:41:09,91.0000,2,ask,,
37315,2021-01-23,20:41:09,91.0000,18,ask,,
37319,2021-01-23,20:41:09,91.3000,1,ask,,
37325,2021-01-23,20:41:09,91.2000,1,ask,,
37329,2021-01-23,20:41:09,91.2000,1,ask,,
37334,2021-01-23,20:41:09,91.2000,1,ask,,
37339,2021-01-23,20:41:10,91.2000,1,ask,,
37344,2021-01-23,20:41:10,91.2000,1,ask,,
37348,2021-01-23,20:41:10,91.2000,1,ask,,
37352,2021-01-23,20:41:10,91.2000,1,ask,,
37356,2021-01-23,20:41:35,90.9000,10,ask,,
37357,2021-01-23,20:41:36,90.7000,1,ask,,
41743,2021-01-23,21:29:54,95.9000,20,bid,,
41746,2021-01-23,21:29:54,96.0000,40,ask,,
41747,2021-01-23,21:29:54,96.0000,40,ask,,
41751,2021-01-23,21:29:55,95.8000,100,ask,,
41753,2021-01-23,21:29:56,95.5000,20,ask,,
41754,2021-01-23,21:29:56,95.5000,40,ask,,
41758,2021-01-23,21:29:58,95.4000,20,ask,,
41764,2021-01-23,21:30:02,95.6000,20,ask,,
41768,2021-01-23,21:30:05,95.9000,99,ask,,
41771,2021-01-23,21:30:06,95.5000,20,ask,,
41774,2021-01-23,21:30:07,95.3000,40,ask,,
41777,2021-01-23,21:30:08,95.1000,40,ask,,
41789,2021-01-23,21:30:18,95.4000,20,ask,,
41792,2021-01-23,21:30:19,95.6000,100,ask,,
41797,2021-01-23,21:30:20,95.1000,20,ask,,
41800,2021-01-23,21:30:21,95.0000,40,ask,,
41811,2021-01-23,21:30:30,95.2000,40,bid,,
41814,2021-01-23,21:30:30,95.3000,20,bid,,
41815,2021-01-23,21:30:43,95.5000,20,bid,,
41836,2021-01-23,21:31:12,95.4000,20,bid,,
41842,2021-01-23,21:31:24,95.6000,20,bid,,
41844,2021-01-23,21:31:24,95.8000,80,ask,,
41847,2021-01-23,21:31:25,95.3000,40,ask,,
41849,2021-01-23,21:31:25,95.2000,20,ask,,
41851,2021-01-23,21:31:26,95.0000,40,ask,,
41861,2021-01-23,21:31:32,95.3000,20,ask,,
41870,2021-01-23,21:31:39,95.5000,1,bid,,
41878,2021-01-23,21:31:46,95.4000,20,ask,,
41879,2021-01-23,21:31:46,95.4000,20,bid,,
41885,2021-01-23,21:31:48,95.7000,99,ask,,
41886,2021-01-23,21:31:48,95.7000,1,ask,,
41888,2021-01-23,21:31:49,95.2000,20,ask,,
41909,2021-01-23,21:32:06,95.1000,1,bid,,
41910,2021-01-23,21:32:06,95.2000,20,bid,,
41911,2021-01-23,21:32:06,95.2000,1,bid,,
41912,2021-01-23,21:32:06,95.2000,18,ask,,
41919,2021-01-23,21:32:09,94.9000,20,ask,,
41922,2021-01-23,21:32:09,95.0000,38,ask,,
41924,2021-01-23,21:32:09,95.0000,62,ask,,
41944,2021-01-23,21:32:25,94.9000,100,ask,,
41947,2021-01-23,21:32:26,94.8000,40,ask,,
41951,2021-01-23,21:32:27,94.7000,20,ask,,
41953,2021-01-23,21:32:27,94.5000,40,ask,,
41958,2021-01-23,21:32:29,94.5000,20,ask,,
41961,2021-01-23,21:32:31,94.8000,4,bid,,
41963,2021-01-23,21:32:33,94.7000,7,bid,,
41965,2021-01-23,21:32:38,94.8000,6,bid,,
41966,2021-01-23,21:32:39,94.7000,40,bid,,
41968,2021-01-23,21:32:40,94.9000,5,bid,,
41970,2021-01-23,21:32:42,94.9000,5,bid,,
41973,2021-01-23,21:32:44,94.9000,5,bid,,
41976,2021-01-23,21:32:46,94.9000,5,bid,,
41978,2021-01-23,21:32:47,94.8000,96,ask,,
41980,2021-01-23,21:32:48,94.5000,20,ask,,
41982,2021-01-23,21:32:48,94.9000,5,bid,,
41984,2021-01-23,21:32:49,94.4000,40,ask,,
41986,2021-01-23,21:32:50,94.5000,20,ask,,
41990,2021-01-23,21:32:50,94.9000,5,bid,,
41992,2021-01-23,21:32:52,94.9000,5,bid,,
41993,2021-01-23,21:32:54,94.5000,20,ask,,
41996,2021-01-23,21:32:55,94.8000,6,bid,,
41998,2021-01-23,21:32:57,94.8000,6,bid,,
42000,2021-01-23,21:32:57,94.2000,40,ask,,
42001,2021-01-23,21:32:58,94.4000,20,ask,,
42005,2021-01-23,21:32:58,94.0000,100,ask,,
42007,2021-01-23,21:32:59,94.8000,4,bid,,
42008,2021-01-23,21:33:00,94.1000,40,ask,,
42010,2021-01-23,21:33:00,93.7000,100,ask,,
42013,2021-01-23,21:33:01,94.7000,4,bid,,
42014,2021-01-23,21:33:01,94.0000,100,ask,,
42016,2021-01-23,21:33:02,94.1000,20,ask,,
42019,2021-01-23,21:33:03,93.8000,4,bid,,
42020,2021-01-23,21:33:03,93.8000,96,bid,,
42021,2021-01-23,21:33:04,93.8000,40,ask,,
42023,2021-01-23,21:33:05,94.1000,3,bid,,
42024,2021-01-23,21:33:06,93.8000,100,bid,,
42027,2021-01-23,21:33:07,94.1000,7,bid,,
42029,2021-01-23,21:33:09,94.1000,7,bid,,
42031,2021-01-23,21:33:11,94.1000,7,bid,,
42033,2021-01-23,21:33:13,94.1000,7,bid,,
42035,2021-01-23,21:33:15,94.2000,6,bid,,
42037,2021-01-23,21:33:17,94.2000,6,bid,,
42039,2021-01-23,21:33:19,94.2000,6,bid,,
42041,2021-01-23,21:33:21,94.4000,5,bid,,
42043,2021-01-23,21:33:23,94.4000,5,bid,,
42045,2021-01-23,21:33:26,94.4000,5,bid,,
42047,2021-01-23,21:33:28,94.4000,5,bid,,
42049,2021-01-23,21:33:30,94.4000,5,bid,,
42051,2021-01-23,21:33:32,94.4000,4,bid,,
42053,2021-01-23,21:33:34,94.4000,4,bid,,
42055,2021-01-23,21:33:36,94.4000,4,bid,,
42057,2021-01-23,21:33:38,94.4000,4,bid,,
42059,2021-01-23,21:33:40,94.4000,4,bid,,
42060,2021-01-23,21:33:42,94.3000,20,ask,,
42063,2021-01-23,21:33:42,94.4000,4,bid,,
42064,2021-01-23,21:33:43,94.2000,20,ask,,
42067,2021-01-23,21:33:44,94.4000,4,bid,,
42068,2021-01-23,21:33:46,94.4000,4,bid,,
42071,2021-01-23,21:33:48,94.4000,4,bid,,
42073,2021-01-23,21:33:50,94.4000,4,bid,,
42075,2021-01-23,21:33:52,94.3000,5,bid,,
42076,2021-01-23,21:33:53,94.0000,10,ask,,
42077,2021-01-23,21:33:54,94.3000,4,bid,,
42078,2021-01-23,21:33:55,94.0000,10,ask,,
42080,2021-01-23,21:33:55,93.8000,40,ask,,
42081,2021-01-23,21:33:55,93.8000,20,ask,,
42083,2021-01-23,21:33:56,94.2000,4,bid,,
42085,2021-01-23,21:33:58,94.2000,5,bid,,
42086,2021-01-23,21:34:01,94.2000,5,bid,,
42087,2021-01-23,21:34:03,94.2000,5,bid,,
42088,2021-01-23,21:34:04,94.0000,20,ask,,
42090,2021-01-23,21:34:05,94.3000,3,bid,,
42091,2021-01-23,21:34:07,94.3000,3,bid,,
42093,2021-01-23,21:34:09,94.3000,3,bid,,
42094,2021-01-23,21:34:11,94.3000,3,bid,,
42095,2021-01-23,21:34:11,93.9000,10,ask,,
42096,2021-01-23,21:34:13,94.3000,3,bid,,
42097,2021-01-23,21:34:14,93.9000,10,ask,,
42098,2021-01-23,21:34:15,94.3000,3,bid,,
42099,2021-01-23,21:34:16,93.9000,20,ask,,
42100,2021-01-23,21:34:16,93.7000,40,ask,,
42102,2021-01-23,21:34:17,94.2000,2,bid,,
42104,2021-01-23,21:34:19,94.1000,4,bid,,
42105,2021-01-23,21:34:20,93.7000,20,ask,,
42107,2021-01-23,21:34:21,94.1000,4,bid,,
42108,2021-01-23,21:34:23,94.0000,6,bid,,
42109,2021-01-23,21:34:25,93.9000,7,bid,,
42110,2021-01-23,21:34:27,93.9000,7,bid,,
42111,2021-01-23,21:34:29,94.1000,4,bid,,
42112,2021-01-23,21:34:31,94.1000,4,bid,,
42113,2021-01-23,21:34:33,94.1000,4,bid,,
42114,2021-01-23,21:34:35,94.1000,4,bid,,
42115,2021-01-23,21:34:37,94.1000,3,bid,,
42116,2021-01-23,21:34:39,94.2000,2,bid,,
42117,2021-01-23,21:34:41,94.1000,3,bid,,
42118,2021-01-23,21:34:43,94.1000,3,bid,,
42119,2021-01-23,21:34:45,94.1000,3,bid,,
42120,2021-01-23,21:34:46,94.1000,37,bid,,
42121,2021-01-23,21:34:46,94.2000,20,bid,,
42124,2021-01-23,21:34:49,94.4000,1,bid,,
42125,2021-01-23,21:34:51,94.4000,1,bid,,
42126,2021-01-23,21:35:06,94.5000,20,ask,,
42129,2021-01-23,21:35:09,94.1000,5,ask,,
42131,2021-01-23,21:35:09,94.0000,10,ask,,
42132,2021-01-23,21:35:09,94.3000,20,ask,,
42134,2021-01-23,21:35:11,94.4000,1,bid,,
42135,2021-01-23,21:35:13,94.4000,1,bid,,
42136,2021-01-23,21:35:15,94.5000,1,bid,,
42137,2021-01-23,21:35:16,94.1000,10,ask,,
42138,2021-01-23,21:35:17,94.3000,1,bid,,
42139,2021-01-23,21:35:19,94.3000,1,bid,,
42140,2021-01-23,21:35:20,94.1000,10,ask,,
42141,2021-01-23,21:35:21,94.5000,1,bid,,
42142,2021-01-23,21:35:23,94.3000,1,bid,,
42143,2021-01-23,21:35:25,94.3000,1,bid,,
42144,2021-01-23,21:35:27,94.1000,2,bid,,
42145,2021-01-23,21:35:29,94.1000,2,bid,,
42146,2021-01-23,21:35:31,94.0000,4,bid,,
42147,2021-01-23,21:35:33,94.0000,16,bid,,
42149,2021-01-23,21:35:33,94.2000,40,bid,,
42151,2021-01-23,21:35:34,94.0000,20,bid,,
42153,2021-01-23,21:35:36,94.5000,1,bid,,
42154,2021-01-23,21:35:38,94.1000,1,bid,,
42155,2021-01-23,21:35:40,94.1000,1,bid,,
42156,2021-01-23,21:35:42,94.1000,1,bid,,
42157,2021-01-23,21:35:44,94.1000,1,bid,,
42158,2021-01-23,21:35:46,94.1000,1,bid,,
42160,2021-01-23,21:35:47,94.1000,19,bid,,
42162,2021-01-23,21:35:50,94.1000,20,bid,,
42164,2021-01-23,21:35:54,94.2000,10,bid,,
42165,2021-01-23,21:35:54,94.2000,1,bid,,
42166,2021-01-23,21:35:57,94.2000,1,bid,,
42168,2021-01-23,21:35:59,94.2000,1,bid,,
42169,2021-01-23,21:36:00,94.2000,19,bid,,
42171,2021-01-23,21:36:03,94.4000,20,bid,,
42174,2021-01-23,21:36:06,94.5000,1,bid,,
42176,2021-01-23,21:36:07,94.5000,1,bid,,
42177,2021-01-23,21:36:08,94.5000,1,bid,,
42178,2021-01-23,21:36:09,94.4000,1,bid,,
42179,2021-01-23,21:36:10,94.4000,1,bid,,
42180,2021-01-23,21:36:11,94.4000,20,bid,,
42181,2021-01-23,21:36:11,94.4000,1,bid,,
42182,2021-01-23,21:36:12,94.4000,1,bid,,
42183,2021-01-23,21:36:13,94.5000,1,bid,,
42184,2021-01-23,21:36:14,94.5000,1,bid,,
42185,2021-01-23,21:36:15,94.5000,1,bid,,
42187,2021-01-23,21:36:16,94.5000,1,bid,,
42188,2021-01-23,21:36:17,94.5000,1,bid,,
42189,2021-01-23,21:36:19,94.5000,1,bid,,
42190,2021-01-23,21:36:19,94.2000,20,bid,,
42193,2021-01-23,21:36:50,94.6000,20,ask,,
42194,2021-01-23,21:36:50,94.6000,1,bid,,
42195,2021-01-23,21:36:50,94.6000,10,bid,,
42196,2021-01-23,21:36:51,94.6000,100,bid,,
42197,2021-01-23,21:36:51,94.6000,100,bid,,
42199,2021-01-23,21:36:51,94.6000,100,bid,,
42205,2021-01-23,21:36:51,94.6000,1,bid,,
42206,2021-01-23,21:36:52,94.6000,4,bid,,
42208,2021-01-23,21:36:52,94.7000,1,bid,,
42209,2021-01-23,21:36:52,94.7000,19,bid,,
42211,2021-01-23,21:36:52,94.9000,16,bid,,
42212,2021-01-23,21:36:52,94.9000,20,bid,,
42215,2021-01-23,21:36:54,95.0000,10,bid,,
42218,2021-01-23,21:36:56,94.7000,20,bid,,
42221,2021-01-23,21:36:57,95.0000,10,bid,,
42224,2021-01-23,21:36:57,95.1000,10,bid,,
42225,2021-01-23,21:36:58,95.1000,10,bid,,
42226,2021-01-23,21:36:58,95.1000,30,bid,,
42227,2021-01-23,21:36:58,95.1000,10,bid,,
42231,2021-01-23,21:37:00,94.8000,20,bid,,
42234,2021-01-23,21:37:04,94.9000,1,bid,,
42236,2021-01-23,21:37:05,94.9000,1,bid,,
42237,2021-01-23,21:37:06,94.9000,18,bid,,
42257,2021-01-23,21:37:07,94.9000,22,ask,,
42294,2021-01-23,21:37:12,94.8000,20,ask,,
42296,2021-01-23,21:37:15,94.6000,10,ask,,
42297,2021-01-23,21:37:26,94.6000,10,ask,,
42300,2021-01-23,21:37:33,94.4000,40,ask,,
42301,2021-01-23,21:37:33,94.3000,20,ask,,
42305,2021-01-23,21:37:35,94.3000,20,bid,,
42306,2021-01-23,21:37:48,94.6000,1,bid,,
42307,2021-01-23,21:37:49,94.6000,1,bid,,
42308,2021-01-23,21:37:50,94.6000,1,bid,,
42309,2021-01-23,21:37:51,94.6000,1,bid,,
42310,2021-01-23,21:37:52,94.6000,1,bid,,
42311,2021-01-23,21:37:53,94.6000,1,bid,,
42312,2021-01-23,21:37:54,94.6000,1,bid,,
42313,2021-01-23,21:37:55,94.6000,1,bid,,
42314,2021-01-23,21:37:56,94.6000,1,bid,,
42315,2021-01-23,21:37:57,94.6000,1,bid,,
42316,2021-01-23,21:37:58,94.7000,1,bid,,
42317,2021-01-23,21:37:59,94.7000,1,bid,,
42318,2021-01-23,21:38:00,94.7000,1,bid,,
42319,2021-01-23,21:38:01,94.7000,1,bid,,
42320,2021-01-23,21:38:02,94.7000,1,bid,,
42321,2021-01-23,21:38:03,94.7000,1,bid,,
42322,2021-01-23,21:38:04,94.7000,1,bid,,
42323,2021-01-23,21:38:05,94.7000,1,bid,,
42324,2021-01-23,21:38:06,94.9000,1,bid,,
42325,2021-01-23,21:38:07,94.9000,1,bid,,
42326,2021-01-23,21:38:08,94.9000,1,bid,,
42327,2021-01-23,21:38:09,94.9000,1,bid,,
42328,2021-01-23,21:38:10,94.8000,1,bid,,
42329,2021-01-23,21:38:11,94.8000,1,bid,,
42330,2021-01-23,21:38:12,94.8000,1,bid,,
42331,2021-01-23,21:38:13,94.8000,1,bid,,
42332,2021-01-23,21:38:14,94.8000,1,bid,,
42333,2021-01-23,21:38:16,94.8000,1,bid,,
42334,2021-01-23,21:38:17,94.9000,1,bid,,
42335,2021-01-23,21:38:18,94.9000,1,bid,,
42336,2021-01-23,21:38:19,94.9000,1,bid,,
42337,2021-01-23,21:38:19,94.7000,10,ask,,
42339,2021-01-23,21:38:19,94.7000,10,ask,,
42340,2021-01-23,21:38:20,94.9000,1,bid,,
42342,2021-01-23,21:38:22,94.6000,10,ask,,
42343,2021-01-23,21:38:23,94.6000,10,ask,,
42344,2021-01-23,21:38:24,94.9000,1,bid,,
42345,2021-01-23,21:38:25,94.9000,1,bid,,
42346,2021-01-23,21:38:26,94.3000,40,ask,,
42348,2021-01-23,21:38:26,94.4000,20,ask,,
42349,2021-01-23,21:38:26,94.8000,1,bid,,
42351,2021-01-23,21:38:27,94.1000,5,ask,,
42352,2021-01-23,21:38:27,94.1000,5,ask,,
42353,2021-01-23,21:38:27,94.1000,5,ask,,
42354,2021-01-23,21:38:27,94.1000,5,ask,,
42355,2021-01-23,21:38:27,94.1000,5,ask,,
42357,2021-01-23,21:38:27,94.8000,1,bid,,
42358,2021-01-23,21:38:28,94.1000,40,ask,,
42359,2021-01-23,21:38:28,94.8000,1,bid,,
42361,2021-01-23,21:38:29,94.8000,1,bid,,
42362,2021-01-23,21:38:30,94.3000,20,ask,,
42364,2021-01-23,21:38:30,94.7000,1,bid,,
42365,2021-01-23,21:38:31,94.7000,1,bid,,
42366,2021-01-23,21:38:32,94.5000,2,bid,,
42367,2021-01-23,21:38:34,94.5000,2,bid,,
42368,2021-01-23,21:38:34,94.4000,20,ask,,
42369,2021-01-23,21:38:34,93.8000,5,ask,,
42370,2021-01-23,21:38:34,93.8000,5,ask,,
42371,2021-01-23,21:38:34,93.8000,5,ask,,
42372,2021-01-23,21:38:34,93.8000,5,ask,,
42373,2021-01-23,21:38:34,93.8000,5,ask,,
42374,2021-01-23,21:38:34,93.8000,40,ask,,
42376,2021-01-23,21:38:35,94.5000,1,bid,,
42377,2021-01-23,21:38:36,94.5000,1,bid,,
42378,2021-01-23,21:38:36,93.5000,40,ask,,
42380,2021-01-23,21:38:37,94.2000,1,bid,,
42381,2021-01-23,21:38:38,94.2000,1,bid,,
42382,2021-01-23,21:38:38,94.2000,20,bid,,
42383,2021-01-23,21:38:39,94.2000,1,bid,,
42384,2021-01-23,21:38:40,94.2000,1,bid,,
42385,2021-01-23,21:38:41,93.4000,40,ask,,
42387,2021-01-23,21:38:41,94.1000,1,bid,,
42388,2021-01-23,21:38:42,94.1000,1,bid,,
42389,2021-01-23,21:38:43,93.9000,20,ask,,
42391,2021-01-23,21:38:43,94.1000,1,bid,,
42393,2021-01-23,21:38:44,94.1000,1,bid,,
42394,2021-01-23,21:38:45,93.1000,40,ask,,
42396,2021-01-23,21:38:45,93.8000,1,bid,,
42397,2021-01-23,21:38:46,93.8000,1,bid,,
42398,2021-01-23,21:38:47,93.8000,20,bid,,
42399,2021-01-23,21:38:47,93.8000,1,bid,,
42400,2021-01-23,21:38:48,93.8000,1,bid,,
42402,2021-01-23,21:38:49,93.5000,9,bid,,
42403,2021-01-23,21:38:50,93.5000,9,bid,,
42404,2021-01-23,21:38:51,93.5000,20,bid,,
42405,2021-01-23,21:38:51,93.5000,2,bid,,
42406,2021-01-23,21:38:52,94.0000,4,bid,,
42407,2021-01-23,21:38:53,93.7000,7,bid,,
42408,2021-01-23,21:38:54,93.7000,6,bid,,
42409,2021-01-23,21:38:55,93.5000,20,ask,,
42411,2021-01-23,21:38:55,93.7000,6,bid,,
42412,2021-01-23,21:38:56,93.7000,6,bid,,
42413,2021-01-23,21:38:57,93.9000,4,bid,,
42414,2021-01-23,21:38:58,93.9000,4,bid,,
42416,2021-01-23,21:38:58,93.9000,2,bid,,
42417,2021-01-23,21:38:59,93.4000,20,ask,,
42419,2021-01-23,21:38:59,93.8000,5,bid,,
42420,2021-01-23,21:39:00,93.3000,40,ask,,
42421,2021-01-23,21:39:00,93.8000,4,bid,,
42423,2021-01-23,21:39:01,93.6000,6,bid,,
42424,2021-01-23,21:39:02,93.6000,6,bid,,
42425,2021-01-23,21:39:03,93.6000,6,bid,,
42426,2021-01-23,21:39:04,93.6000,6,bid,,
42427,2021-01-23,21:39:05,93.6000,6,bid,,
42428,2021-01-23,21:39:06,93.6000,6,bid,,
42429,2021-01-23,21:39:07,93.7000,5,bid,,
42430,2021-01-23,21:39:09,93.7000,5,bid,,
42431,2021-01-23,21:39:10,93.7000,5,bid,,
42432,2021-01-23,21:39:11,93.7000,5,bid,,
42433,2021-01-23,21:39:12,93.9000,3,bid,,
42434,2021-01-23,21:39:13,93.9000,3,bid,,
42435,2021-01-23,21:39:14,93.9000,3,bid,,
42436,2021-01-23,21:39:15,93.9000,3,bid,,
42437,2021-01-23,21:39:16,94.0000,1,bid,,
42438,2021-01-23,21:39:17,94.0000,1,bid,,
42439,2021-01-23,21:39:18,94.0000,1,bid,,
42440,2021-01-23,21:39:19,94.0000,1,bid,,
42441,2021-01-23,21:39:20,94.0000,1,bid,,
42442,2021-01-23,21:39:21,94.0000,1,bid,,
42443,2021-01-23,21:39:21,93.7000,20,ask,,
42445,2021-01-23,21:39:22,93.9000,2,bid,,
42446,2021-01-23,21:39:23,93.9000,2,bid,,
42447,2021-01-23,21:39:24,93.8000,3,bid,,
42448,2021-01-23,21:39:25,93.8000,3,bid,,
